Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,B365>2.5,B365<2.5,GBAHH,GBAHA,GBAH,LBAHH,LBAHA,LBAH,B365AHH,B365AHA,B365AH,BbAvH,BbAvD,BbAvA
E0,21/02/04,Chelsea,Arsenal,1,2,A,1,2,A,M Riley,10,9,4,7,16,18,11,5,4,2,1,0,2.625,3.2,2.6,2.6,3.2,2.6,2.5,3,2.5,2.375,3.2,2.6,2.6,3.2,2.6,2.4,3.2,2.6,2.62,2.9,2.5,1.79,1.9,2,1.8,2.2,1.6,-0.25,1.85,2,0,1.85,2.05,0,2.531428571,3.128571429,2.571428571
E0,21/02/04,Man United,Leeds,1,1,D,0,0,D,M Halsey,24,7,7,3,12,17,12,7,1,2,0,0,1.222,5.5,13,1.25,5.25,11,1.25,4.5,9,1.25,4.5,10,1.2,5.5,10,1.2,5.5,10,1.2,5,11,1.5,2.35,1.66,2.15,1.45,2.6,-1.25,1.95,1.9,-1.75,1.775,2.125,-1.5,1.224571429,5.107142857,10.57142857
E0,21/02/04,Newcastle,Middlesbrough,2,1,H,0,1,A,G Poll,16,8,9,4,20,21,7,3,0,3,0,0,1.727,3.4,5,1.8,3.25,4.5,1.7,3.2,4.2,1.615,3.25,5,1.62,3.4,5,1.72,3.25,4.33,1.72,3.2,4.33,1.79,1.9,1.95,1.85,2.15,1.65,-1,2.05,1.8,-0.75,2.125,1.775,-0.75,1.700285714,3.278571429,4.622857143
E0,21/02/04,Southampton,Everton,3,3,D,0,2,A,P Dowd,9,12,5,6,14,19,6,5,1,0,0,0,2,3.2,3.75,2,3.25,3.65,1.85,3.1,3.6,1.833,3.2,3.75,2,3.25,3.25,2,3.25,3.25,1.83,3.2,3.75,1.95,1.75,2.1,1.7,1.8,2.05,-0.25,1.85,2,-0.25,1.825,2.075,-0.25,1.930428571,3.207142857,3.571428571
E0,21/02/04,Wolves,Fulham,2,1,H,1,0,H,H Webb,12,9,10,5,13,16,8,6,1,0,0,0,2.6,3.2,2.625,2.5,3.2,2.7,2.4,3,2.6,2.375,3.2,2.6,2.5,3.2,2.5,2.37,3.2,2.62,2.37,3.1,2.62,1.9,1.79,1.9,1.9,2.2,1.6,-0.25,1.8,2.05,0,1.9,2,0,2.445,3.157142857,2.609285714
E0,22/02/04,Aston Villa,Birmingham,2,2,D,1,0,H,J Winter,11,13,8,9,15,14,7,5,0,1,0,0,2.1,3.1,3.6,2.05,3.25,3.5,2,3.1,3.2,2,2.875,3.6,2.1,3.25,3.4,2,3.2,3.3,2,3,3.4,2,1.71,2.15,1.66,1.7,2.05,-0.25,2.05,1.8,-0.5,1.9,2,-0.25,2.035714286,3.110714286,3.428571429
E0,22/02/04,Tottenham,Leicester,4,4,D,3,1,H,N Barry,10,14,9,7,9,14,4,3,0,2,0,1,1.571,3.5,6.5,1.6,3.6,5.6,1.65,3.3,4.4,1.5,3.4,6,1.57,3.75,5.5,1.57,3.4,5.5,1.57,3.3,5.5,1.65,2.05,1.8,2,2.3,1.55,-1.25,2.05,1.8,-1,1.8,2.1,-0.75,1.575857143,3.464285714,5.571428571
E0,28/02/04,Arsenal,Charlton,2,1,H,2,0,H,G Barber,21,6,11,3,8,10,12,3,0,0,0,0,1.286,5,10,1.25,5,12,1.35,4,7,1.222,5,10,1.22,5,10,1.25,5,9,1.2,5,11,1.65,2.05,1.75,2.05,2.05,1.8,-1.5,2,1.85,-1.5,2.05,1.85,-1.5,1.254,4.857142857,9.857142857
E0,28/02/04,Blackburn,Southampton,1,1,D,0,1,A,M Dean,16,10,7,6,10,8,6,9,1,1,0,0,2.1,3.25,3.4,2.1,3.25,3.3,1.9,3.1,3.5,2.1,3.2,3,2.1,3.25,3,2.1,3.2,3.1,2.1,3.2,3,1.9,1.79,1.9,1.9,1.8,2.05,-0.25,1.8,2.05,-0.25,1.8,2.1,-0.25,2.071428571,3.207142857,3.185714286
E0,28/02/04,Everton,Aston Villa,2,0,H,0,0,D,M Messias,15,12,7,8,13,18,5,11,4,2,0,0,2.375,3.25,2.875,2.3,3.25,2.95,2.3,3,2.7,2.2,3.2,2.8,2.38,3.2,2.62,2.25,3.2,2.8,2.25,3.2,2.75,1.79,1.9,2.05,1.75,1.95,1.9,-0.25,1.9,1.95,-0.25,2,1.9,-0.25,2.293571429,3.185714286,2.785
E0,28/02/04,Fulham,Man United,1,1,D,0,1,A,A Wiley,7,13,3,7,13,19,4,3,1,3,0,0,5,3.6,1.667,5.1,3.5,1.67,4,3.2,1.75,4.5,3.25,1.667,4.5,3.4,1.67,5,3.4,1.61,5,3.5,1.57,1.71,2,1.85,1.95,1.8,2.05,1,1.75,2.1,1,2.025,1.875,0.75,4.728571429,3.407142857,1.657714286
E0,28/02/04,Leicester,Wolves,0,0,D,0,0,D,J Winter,10,6,6,3,7,9,6,3,0,1,0,0,2.2,3.25,3.2,2.2,3.2,3.2,2.1,3,3.2,2.1,3.2,3,2.2,3.2,2.88,2.1,3.25,3,2,3.1,3.3,1.85,1.85,1.95,1.85,1.95,1.9,-0.25,1.95,1.9,-0.25,1.925,1.975,-0.25,2.128571429,3.171428571,3.111428571
E0,28/02/04,Man City,Chelsea,0,1,A,0,0,D,R Styles,14,9,4,4,8,11,7,1,0,1,0,0,4.333,3.3,1.833,4.4,3.35,1.8,4,3.2,1.75,4,3.4,1.727,4.33,3.25,1.73,4.33,3.25,1.72,4.2,3.25,1.72,1.75,1.95,1.9,1.9,1.9,1.8,0.5,1.95,1.9,0.5,2,1.9,0.5,4.227571429,3.285714286,1.754285714
E0,29/02/04,Leeds,Liverpool,2,2,D,2,2,D,P Durkin,12,22,6,13,13,11,6,8,0,1,0,0,3.2,3.25,2.2,3.2,3.2,2.2,3.2,3.1,2,2.75,3.2,2.25,3.4,3,2.2,3,3.25,2.1,3.5,3.2,1.9,1.79,1.9,2,1.8,2,1.85,0.25,2.05,1.8,0.25,1.975,1.925,0.25,3.178571429,3.171428571,2.121428571
E0,29/02/04,Portsmouth,Newcastle,1,1,D,0,1,A,A D'Urso,18,5,8,2,9,9,8,6,2,2,0,0,3.2,3.25,2.2,3.2,3.2,2.2,3.2,3,2.1,3,3.2,2.1,2.8,3.25,2.2,3,3.25,2.1,2.8,3.2,2.2,1.85,1.85,1.95,1.85,1.95,1.9,0.25,2,1.85,0.25,1.95,1.95,0.25,3.028571429,3.192857143,2.157142857
E0,3/3/2004,Birmingham,Middlesbrough,3,1,H,1,0,H,R Styles,9,8,5,6,13,20,4,5,3,4,0,1,2.1,3.25,3.4,2.15,3.25,3.25,2,3.1,3.2,2.1,3.2,3,2.1,3.3,3.3,2.1,3.25,3,2.1,3.1,3.1,1.95,1.75,,,1.6,2.2,0,1.95,1.9,-0.25,2,1.9,-0.25,2.092857143,3.207142857,3.178571429
E0,6/3/2004,Birmingham,Bolton,2,0,H,1,0,H,A D'Urso,10,10,6,2,10,15,3,5,1,1,0,0,2.1,3.25,3.2,2.1,3.2,3.4,2,3,3.3,2,3.2,3.2,1.95,3.25,3.8,2,3.25,3.25,2,3.2,3.2,1.85,1.85,2,1.8,1.85,2,-0.25,1.9,1.95,-0.25,1.925,1.975,-0.25,2.021428571,3.192857143,3.335714286
E0,9/3/2004,Middlesbrough,Tottenham,1,0,H,0,0,D,A D'Urso,10,10,6,2,10,15,3,5,1,1,0,0,2.2,3.25,2.8,2.25,3.3,3,2.1,3,3.1,2,3.2,3.2,2.2,3.2,3.2,2.1,3.25,3,2.2,3.25,2.75,2,1.71,2,1.8,1.9,1.95,-0.25,1.9,1.95,-0.25,1.85,2.05,-0.25,2.15,3.207142857,3.007142857
E0,13/03/04,Birmingham,Leicester,0,1,A,0,0,D,M Messias,6,4,4,2,12,26,8,6,1,2,0,0,1.571,3.5,6.5,1.53,3.65,6.5,1.5,3.7,5,1.444,3.75,6,1.5,3.75,7,1.5,3.6,6,1.53,3.4,5.5,1.75,1.95,1.85,1.95,2.2,1.6,-1.25,1.75,2.1,-1,1.9,2,-1,1.510714286,3.621428571,6.071428571
E0,13/03/04,Blackburn,Arsenal,0,2,A,0,0,D,A Wiley,10,14,5,5,12,11,8,3,1,1,0,0,6.5,3.75,1.533,6,3.6,1.57,4.6,3.4,1.6,6,3.4,1.5,7,3.75,1.5,6,3.4,1.53,6,3.4,1.5,1.71,2,1.8,2,2.25,1.57,0.5,2.1,1.75,0.75,1.8,2.1,1,6.014285714,3.528571429,1.533285714
E0,13/03/04,Bolton,Chelsea,0,2,A,0,0,D,G Poll,20,12,11,8,8,13,8,6,1,0,0,0,4.5,3.6,1.727,4.75,3.4,1.73,4,3.2,1.75,4.333,3.2,1.727,5,3.6,1.67,4.33,3.25,1.73,4.5,3.3,1.66,1.79,1.9,1.9,1.9,1.98,1.73,0.5,2.05,1.8,0.5,1.8,2.1,0.75,4.487571429,3.364285714,1.713428571
E0,13/03/04,Charlton,Middlesbrough,1,0,H,1,0,H,M Dean,14,15,7,9,13,9,4,7,0,0,0,0,2.2,3.25,3.2,2.2,3.2,3.15,2.1,3,3.1,2.1,3.2,3,2.2,3.25,3.1,2.1,3.25,3,2.1,3.2,3,1.9,1.79,2,1.8,1.92,1.92,-0.25,1.95,1.9,-0.25,1.95,1.95,-0.25,2.142857143,3.192857143,3.078571429
E0,13/03/04,Everton,Portsmouth,1,0,H,0,0,D,N Barry,13,5,6,3,10,12,6,4,0,2,0,0,1.727,3.4,5,1.75,3.4,4.7,1.7,3.2,4.2,1.727,3.2,4.333,1.67,3.3,5.5,1.67,3.4,4.5,1.72,3.2,4.33,1.79,1.9,2,1.8,2,1.85,-0.75,1.95,1.9,-0.75,2.05,1.85,-0.75,1.709142857,3.3,4.651857143
E0,13/03/04,Fulham,Leeds,2,0,H,0,0,D,S Dunn,19,9,10,6,14,13,4,7,4,3,0,0,1.833,3.3,4.333,1.85,3.4,4,1.8,3.1,3.8,1.8,3.25,3.75,1.8,3.4,4.33,1.85,3.25,3.75,1.72,3.4,4,1.79,1.9,2,1.8,1.7,2.05,-0.25,2.05,1.8,-0.5,2.05,1.85,-0.5,1.807571429,3.3,3.994714286
E0,14/03/04,Man City,Man United,4,1,H,2,1,H,S Bennett,17,17,11,9,18,14,7,4,1,2,0,0,4,3.25,1.909,4.33,3.4,1.8,4.2,3.2,1.7,4,3.2,1.8,4.33,3.4,1.8,4,3.2,1.8,4,3.4,1.72,1.71,2,1.85,1.95,1.9,1.8,0.5,1.95,1.9,0.5,2,1.9,0.5,4.122857143,3.292857143,1.789857143
E0,14/03/04,Southampton,Liverpool,2,0,H,0,0,D,D Gallagher,7,18,3,12,20,8,1,7,3,1,0,0,2.875,3.25,2.375,2.8,3.25,2.4,2.7,3,2.3,2.6,3.2,2.375,2.88,3.2,2.38,2.62,3.2,2.38,2.75,3.2,2.25,1.9,1.79,2,1.8,1.5,2.4,0.5,1.85,2,0.25,1.8,2.1,0.25,2.746428571,3.185714286,2.351428571
E0,14/03/04,Tottenham,Newcastle,1,0,H,0,0,D,H Webb,11,6,4,4,13,13,3,12,0,0,0,0,2.5,3.25,2.7,2.5,3.2,2.7,2.5,3,2.5,2.375,3.2,2.6,2.4,3.25,2.8,2.4,3.2,2.6,2.4,3.1,2.6,1.75,1.95,1.85,1.95,2.2,1.6,-0.25,1.95,1.9,0,1.95,1.95,0,2.439285714,3.171428571,2.642857143
E0,14/03/04,Wolves,Aston Villa,0,4,A,0,3,A,P Durkin,9,15,1,7,10,14,8,13,1,2,0,0,2.7,3.25,2.5,2.6,3.2,2.6,2.5,3,2.5,2.375,3.2,2.6,2.5,3.3,2.62,2.5,3,2.6,2.4,3.1,2.6,1.85,1.85,2,1.8,2.2,1.6,-0.25,1.95,1.9,0,1.975,1.925,0,2.510714286,3.15,2.574285714
E0,17/03/04,Liverpool,Portsmouth,3,0,H,2,0,H,B Knight,20,4,13,4,9,20,10,8,0,1,0,0,1.44,4,7.5,1.45,3.75,8,1.45,3.8,5.4,1.4,3.75,7,1.44,3.75,8,1.44,3.75,6.5,1.44,3.5,7,1.79,1.9,1.95,1.85,2.15,1.65,-1.25,1.8,2.05,-1,2.025,1.825,-1,1.437142857,3.757142857,7.057142857
E0,20/03/04,Arsenal,Bolton,2,1,H,2,1,H,G Barber,11,8,8,2,12,14,6,1,1,2,0,0,1.222,5.5,13,1.25,5.25,11,1.25,4.5,9,1.2,5,11,1.22,5.5,12,1.2,5.5,10,1.22,5,9.5,1.65,2.05,1.75,2.05,1.7,2.05,-1.25,1.95,1.9,-1.5,1.975,1.925,-1.5,1.223142857,5.178571429,10.78571429
E0,20/03/04,Aston Villa,Blackburn,0,2,A,0,2,A,A D'Urso,10,16,7,7,11,14,4,6,0,2,0,0,1.8,3.4,4.5,1.85,3.25,4.25,1.85,3.1,3.6,1.667,3.25,4.5,1.8,3.4,4.33,1.8,3.25,4,1.8,3.3,3.75,1.85,1.85,1.95,1.85,1.55,2.3,-0.25,1.85,2,-0.5,1.85,2.05,-0.5,1.795285714,3.278571429,4.132857143
E0,20/03/04,Chelsea,Fulham,2,1,H,2,1,H,N Barry,13,5,8,1,12,13,9,1,1,2,0,0,1.444,4,7.5,1.44,4,7.5,1.45,3.8,5.4,1.4,3.75,7,1.44,3.75,8,1.4,3.75,7.5,1.44,3.6,6.5,1.79,1.9,1.9,1.9,2,1.75,-1.25,1.8,2.05,-1,1.825,2.075,-1,1.430571429,3.807142857,7.057142857
E0,20/03/04,Leicester,Everton,1,1,D,0,0,D,B Knight,10,7,4,3,12,21,9,2,1,5,0,1,2.5,3.25,2.7,2.5,3.2,2.72,2.4,2.9,2.7,2.375,3.2,2.6,2.4,3.25,2.8,2.4,3.2,2.6,2.37,3,2.7,1.85,1.85,2,1.8,2.2,1.6,-0.25,1.85,2,0,1.9,2,0,2.420714286,3.142857143,2.688571429
E0,20/03/04,Liverpool,Wolves,1,0,H,0,0,D,R Styles,12,8,4,6,5,12,14,4,0,1,0,0,1.364,4.333,9,1.4,4,8.5,1.35,4,7,1.364,3.75,8,1.3,4.75,10,1.36,4,7.5,1.36,3.75,8,1.79,1.9,1.9,1.9,1.55,2.3,-1,1.75,2.1,-1.25,1.8,2.1,-1.25,1.356857143,4.083285714,8.285714286
E0,20/03/04,Man United,Tottenham,3,0,H,1,0,H,D Gallagher,11,8,6,3,14,10,4,2,1,1,0,0,1.444,4,7.5,1.44,4,7.5,1.37,3.9,6.5,1.4,3.75,7,1.44,4.2,6.5,1.4,3.75,7.5,1.44,3.6,6.5,1.65,2.05,1.75,2.05,1.8,1.95,-1,2,1.85,-1.25,2.075,1.825,-1.25,1.419142857,3.885714286,7
E0,20/03/04,Middlesbrough,Birmingham,5,3,H,4,2,H,U Rennie,13,18,9,12,11,13,4,4,2,0,0,0,2.2,3.2,3.25,2.2,3.2,3.2,2.3,3,2.7,2,3.2,3.2,2.2,3.2,3.2,2.1,3.25,3,2.25,3.1,2.8,2,1.71,2.15,1.66,1.5,2.45,0,1.85,2,-0.25,1.9,2,-0.25,2.178571429,3.164285714,3.05
E0,20/03/04,Newcastle,Charlton,3,1,H,2,0,H,M Riley,15,6,10,2,11,12,6,6,0,2,0,0,1.727,3.4,5,1.7,3.4,5,1.7,3.2,4.2,1.615,3.25,5,1.67,3.6,5,1.66,3.4,4.5,1.66,3.3,4.5,1.85,1.85,2,1.8,2.15,1.65,-1,1.95,1.9,-0.75,2.025,1.875,-0.75,1.676,3.364285714,4.742857143
E0,21/03/04,Portsmouth,Southampton,1,0,H,0,0,D,M Halsey,16,13,8,8,16,12,6,4,0,2,0,0,2.6,3.1,2.7,2.5,3.2,2.7,2.3,3,2.7,2.5,3.2,2.5,2.5,3.3,2.63,2.4,3.2,2.6,2.4,3.1,2.6,1.95,1.75,2.15,1.66,2.05,1.7,-0.25,1.85,2,0,1.85,2.05,0,2.457142857,3.157142857,2.632857143
E0,22/03/04,Leeds,Man City,2,1,H,1,1,D,A Wiley,4,21,3,14,13,14,4,5,2,1,0,1,2.5,3.25,2.7,2.45,3.2,2.77,2.3,3,2.7,2.25,3.2,2.75,2.5,3.3,2.63,2.37,3.2,2.62,2.6,3.1,2.4,1.79,1.9,1.95,1.85,2.05,1.7,-0.25,1.8,2.05,0,1.85,2.05,0,2.424285714,3.178571429,2.652857143
E0,27/03/04,Birmingham,Leeds,4,1,H,1,1,D,M Halsey,17,11,7,7,11,18,7,7,0,1,0,0,1.833,3.3,4.333,1.95,3.3,3.75,1.75,3.2,4,1.727,3.4,4,1.8,3.4,4.33,1.83,3.4,3.6,1.72,3.4,4,1.9,1.79,2,1.8,1.6,2.2,-0.25,2,1.85,-0.5,2.05,1.85,-0.5,1.801428571,3.342857143,4.001857143
E0,27/03/04,Blackburn,Portsmouth,1,2,A,1,1,D,P Durkin,14,8,9,4,11,10,5,3,0,0,0,0,1.8,3.4,4.333,1.8,3.35,4.4,1.8,3.1,3.8,1.8,3.25,3.75,1.73,3.4,4.75,1.72,3.4,4.2,1.66,3.3,4.5,1.9,1.79,1.95,1.85,2.15,1.65,-1,1.95,1.9,-0.75,1.8,2.1,-0.5,1.758571429,3.314285714,4.247571429
E0,27/03/04,Charlton,Aston Villa,1,2,A,1,1,D,B Knight,11,19,9,11,11,14,3,12,1,1,0,0,2.2,3.25,3.2,2.25,3.15,3.15,2.2,3,2.9,2.2,3.2,2.8,2.1,3.2,3.4,2.1,3.25,3,2.2,3.1,2.87,1.9,1.79,1.95,1.85,1.55,2.3,0,2,1.85,-0.25,2,1.9,-0.25,2.178571429,3.164285714,3.045714286
E0,27/03/04,Chelsea,Wolves,5,2,H,1,1,D,G Barber,15,9,10,4,6,12,7,4,0,2,0,0,1.25,5,13,1.25,5.15,11.5,1.25,4.5,9,1.2,5,11,1.2,5.5,15,1.22,5,10,1.2,5,11,1.71,2,1.8,2,1.5,2.45,-1.25,1.8,2.05,-1.5,1.8,2.1,-1.5,1.224285714,5.021428571,11.5
E0,27/03/04,Everton,Middlesbrough,1,1,D,0,0,D,S Bennett,14,10,7,5,16,13,8,4,0,2,0,0,2.2,3.25,3.2,2.2,3.2,3.2,2,3.1,3.2,2.2,3.2,2.8,2.2,3.25,3.1,2.2,3.2,2.87,2.1,3.1,3.1,1.95,1.75,2,1.8,1.55,2.3,0,1.85,2,-0.25,1.95,1.95,-0.25,2.157142857,3.185714286,3.067142857
E0,27/03/04,Man City,Fulham,0,0,D,0,0,D,J Winter,12,5,4,2,12,10,3,1,1,0,0,0,2,3.4,3.5,2.05,3.3,3.5,1.9,3.1,3.5,2.1,3.2,3,2.1,3.4,3.2,2,3.25,3.25,1.9,3.25,3.4,1.85,1.85,1.9,1.9,1.7,2.05,-0.25,2,1.85,-0.5,2,1.9,-0.5,2.007142857,3.271428571,3.335714286
E0,27/03/04,Southampton,Tottenham,1,0,H,0,0,D,C Foy,18,15,11,9,8,16,10,6,0,2,0,0,2.25,3.2,3.1,2.2,3.25,3.15,1.9,3.1,3.5,2.1,3.2,3,2.2,3.25,3.1,2.2,3.2,2.87,2.2,3.2,2.8,1.95,1.75,2,1.8,1.9,1.95,-0.25,1.9,1.95,-0.25,1.9,2,-0.25,2.15,3.2,3.074285714
E0,28/03/04,Arsenal,Man United,1,1,D,0,0,D,G Poll,17,13,10,8,15,18,8,7,1,1,0,0,2.1,3.25,3.4,2.1,3.25,3.35,1.9,3.1,3.5,1.909,3.4,3.25,2,3.3,3.6,2,3.25,3.25,2,3,3.4,1.85,1.85,1.9,1.9,1.5,2.45,0,1.95,1.9,-0.25,1.95,1.95,-0.25,2.001285714,3.221428571,3.392857143
E0,28/03/04,Bolton,Newcastle,1,0,H,1,0,H,M Dean,20,15,12,7,11,10,7,7,1,2,0,0,2.875,3.25,2.375,2.7,3.2,2.5,2.5,3,2.5,2.75,3.25,2.2,2.88,3.2,2.38,2.62,3.2,2.37,2.7,3,2.37,1.9,1.79,2,1.8,2.3,1.55,-0.25,2.05,1.8,0,2.05,1.85,0,2.717857143,3.157142857,2.385
E0,28/03/04,Leicester,Liverpool,0,0,D,0,0,D,P Dowd,13,19,9,12,15,20,7,10,4,3,0,0,3.4,3.25,2.1,3.6,3.3,2,3.5,3.1,1.9,3.75,3.25,1.8,3.6,3.3,2,3.25,3.25,2,3.1,3.1,2.1,1.9,1.79,1.95,1.85,1.55,2.3,0.75,1.85,2,0.5,1.85,2.05,0.5,3.457142857,3.221428571,1.985714286
E0,3/4/2004,Fulham,Birmingham,0,0,D,0,0,D,M Riley,6,6,5,1,24,22,4,2,4,2,0,0,2.25,3.2,3.1,2.2,3.2,3.2,2.1,3,3.1,2,3.2,3.2,2.2,3.2,3.2,2.1,3.2,3.1,2.1,3.2,3,1.9,1.79,2.05,1.75,1.65,2.15,0,1.95,1.9,-0.25,1.95,1.95,-0.25,2.135714286,3.171428571,3.128571429
E0,3/4/2004,Middlesbrough,Bolton,2,0,H,1,0,H,N Barry,10,13,6,8,13,15,7,8,2,2,0,0,1.909,3.25,4,2,3.25,3.7,2,3,3.3,1.8,3.2,4,1.91,3.25,4,1.85,3.25,3.75,1.9,3.2,3.5,1.95,1.75,2.05,1.75,1.7,2.05,-0.25,2,1.85,-0.5,2.05,1.85,-0.5,1.909857143,3.2,3.75
E0,3/4/2004,Newcastle,Everton,4,2,H,2,1,H,D Gallagher,12,13,8,6,11,7,5,9,0,0,0,0,1.615,3.4,6,1.62,3.5,5.65,1.6,3.4,4.6,1.5,3.4,6,1.57,3.6,6,1.53,3.4,6,1.53,3.4,5.5,1.75,1.95,1.85,1.95,2,1.75,-1,1.75,2.1,-0.75,1.875,2.025,-0.75,1.566428571,3.442857143,5.678571429
E0,3/4/2004,Tottenham,Chelsea,0,1,A,0,1,A,S Bennett,12,10,7,7,10,10,5,4,2,0,0,0,4,3.25,1.909,3.5,3.25,2.05,3.5,3.1,1.9,3,3.2,2.1,3.75,3.4,1.91,3.6,3.2,1.9,3.75,3.3,1.8,1.79,1.9,1.9,1.9,2.05,1.7,0.25,1.8,2.05,0.5,1.85,2.05,0.5,3.585714286,3.242857143,1.938428571
E0,3/4/2004,Wolves,Southampton,1,4,A,0,1,A,M Halsey,8,13,3,10,12,8,3,6,2,1,0,0,2.5,3.4,2.625,2.5,3.2,2.7,2.2,3,2.9,2.6,3.2,2.375,2.5,3.3,2.62,2.5,3.2,2.5,2.4,3.1,2.6,1.95,1.75,2.1,1.7,2.2,1.6,-0.25,1.95,1.9,0,1.925,1.975,0,2.457142857,3.2,2.617142857
E0,4/4/2004,Aston Villa,Man City,1,1,D,1,0,H,U Rennie,6,7,3,4,13,13,5,4,1,2,0,0,1.909,3.3,4,1.95,3.25,3.85,1.85,3.1,3.6,1.727,3.4,4,1.91,3.4,3.8,1.85,3.25,3.75,1.83,3.2,3.75,1.85,1.85,1.95,1.85,1.67,2.1,-0.25,2.05,1.8,-0.5,2.025,1.875,-0.5,1.860857143,3.271428571,3.821428571
E0,4/4/2004,Liverpool,Blackburn,4,0,H,3,0,H,J Winter,24,9,11,2,8,10,6,4,0,1,0,0,1.615,3.4,6,1.62,3.5,5.75,1.6,3.4,4.6,1.5,3.4,6,1.62,3.6,5.5,1.57,3.4,5.5,1.61,3.3,5,1.75,1.95,1.95,1.85,2.05,1.7,-1,1.95,1.9,-0.75,1.925,1.975,-0.75,1.590714286,3.428571429,5.478571429
E0,5/4/2004,Leeds,Leicester,3,2,H,2,0,H,M Dean,15,14,10,9,19,14,7,11,2,1,1,0,2,3.3,3.6,2.05,3.2,3.55,1.9,3.1,3.5,1.909,3.2,3.5,2.1,3.3,3.3,2.1,3.2,3.1,2.1,3.2,3,1.75,1.95,1.85,1.95,1.7,2.05,-0.25,2,1.85,-0.5,2.05,1.85,-0.5,2.022714286,3.214285714,3.364285714
E0,9/4/2004,Arsenal,Liverpool,4,2,H,1,2,A,A Wiley,12,12,7,5,16,9,2,8,3,1,0,0,1.909,3.1,4.333,1.92,3.2,4,1.8,3.1,3.8,1.8,3.2,4,1.83,3.2,4.5,1.85,3.25,3.75,1.72,3.2,4.33,1.85,1.85,2,1.8,1.45,2.6,0,1.95,1.9,-0.5,2.025,1.875,-0.5,1.832714286,3.178571429,4.101857143
E0,9/4/2004,Everton,Tottenham,3,1,H,3,0,H,R Styles,13,12,10,7,9,14,8,4,0,3,0,1,2.2,3.25,3.2,2.2,3.2,3.2,2,3.1,3.2,2,3.2,3.2,2.2,3.25,3.1,2.1,3.2,3.1,2.25,3,2.87,1.9,1.79,2,1.8,1.6,2.21,0,2,1.85,-0.25,1.95,1.95,-0.25,2.135714286,3.171428571,3.124285714
E0,10/4/2004,Birmingham,Man United,1,2,A,1,0,H,D Gallagher,11,10,8,6,11,10,0,3,0,0,0,0,4.5,3.3,1.8,4.25,3.45,1.8,3.6,3.1,1.85,4.333,3.2,1.727,4.33,3.4,1.8,4,3.25,1.8,4.33,3.4,1.66,1.79,1.9,1.95,1.85,1.85,2,0.75,1.85,2,0.75,1.825,2.075,0.75,4.191857143,3.3,1.776714286
E0,10/4/2004,Blackburn,Leeds,1,2,A,0,1,A,S Dunn,9,8,7,3,14,13,6,4,2,2,0,0,2.1,3.25,3.4,2,3.25,3.65,2.1,3,3.1,2,3.4,3,2.1,3.2,3.4,1.9,3.25,3.5,2,3.2,3.2,1.79,1.9,1.9,1.9,1.55,2.3,0,1.8,2.05,-0.25,1.85,2.05,-0.25,2.028571429,3.221428571,3.321428571
E0,10/4/2004,Bolton,Aston Villa,2,2,D,0,1,A,M Messias,16,7,7,3,10,12,6,4,1,3,0,0,2.5,3.25,2.7,2.45,3.2,2.75,2.4,3,2.6,2.4,3.25,2.5,2.5,3.3,2.62,2.37,3.2,2.62,2.4,3.1,2.6,1.9,1.79,2,1.8,2.2,1.6,-0.25,1.8,2.05,0,1.85,2.05,0,2.431428571,3.185714286,2.627142857
E0,10/4/2004,Charlton,Portsmouth,1,1,D,1,0,H,A D'Urso,9,10,3,8,14,8,6,2,1,1,0,0,1.8,3.5,4.2,1.85,3.25,4.33,1.8,3.1,3.8,1.8,3.25,3.75,1.73,3.5,4.75,1.8,3.25,4,1.72,3.4,4,1.9,1.79,1.95,1.85,1.6,2.2,-0.25,1.95,1.9,-0.5,1.95,1.95,-0.5,1.785714286,3.321428571,4.118571429
